,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
1173,20839991,24 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2017,115.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,499.000
1174,20839393,24 Ağustos 2022,Nissan,Micra,1.2 Passion,2008,128.000 km,Otomatik,Benzin,Hatchback/5,1240 cc,80 hp,Önden Çekiş,"6,6 lt",46 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,247.500
1175,20838865,24 Ağustos 2022,Renault,Clio,1.5 dCi Expression,2006,247.000 km,Düz,Dizel,Sedan,1461 cc,80 hp,Önden Çekiş,"4,2 lt",50 lt,"2 değişen, 10 boyalı",Takasa Uygun Değil,Sahibinden,168.000
1176,20840268,24 Ağustos 2022,Seat,Leon,1.6 TDI Style,2017,81.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,564.950
1177,20836661,24 Ağustos 2022,Renault,Megane,1.5 dCi Sport Tourer GT-Line,2012,224.000 km,Yarı Otomatik,Dizel,Station wagon,1461 cc,110 hp,Önden Çekiş,"4,2 lt",60 lt,"2 değişen, 10 boyalı",Takasa Uygun,Sahibinden,285.000
1178,20840076,24 Ağustos 2022,Toyota,Corolla,1.4 D-4D Comfort,2010,157.000 km,Düz,Dizel,Sedan,1365 cc,90 hp,Önden Çekiş,"4,9 lt",55 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,320.000
1179,20840075,24 Ağustos 2022,BMW,3 Serisi,318is,1998,138.000 km,Otomatik,Benzin,Sedan,1796 cc,140 hp,Arkadan İtiş,0 lt,63 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,214.000
1180,20840080,24 Ağustos 2022,Skoda,Favorit,135 LS,1990,171.000 km,Düz,Benzin,Hatchback/5,1289 cc,58 hp,Önden Çekiş,0 lt,0 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,55.000
1181,20837216,24 Ağustos 2022,Renault,Clio,0.9 TCe Icon,2015,103.000 km,Düz,Benzin,Hatchback/5,898 cc,90 hp,Önden Çekiş,"4,5 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,335.000
1182,20840221,24 Ağustos 2022,Seat,Leon,1.6 TDI Style,2018,87.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,646.950
1183,20839008,24 Ağustos 2022,Toyota,Auris,1.6 Comfort Extra,2011,114.000 km,Düz,Benzin,Hatchback/5,1598 cc,132 hp,Önden Çekiş,"6,6 lt",55 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,395.000
1184,20837812,24 Ağustos 2022,Kia,Rio,1.5 CRDi Trend,2010,238.000 km,Düz,Dizel,Hatchback/5,1493 cc,110 hp,Önden Çekiş,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,222.500
1185,20840215,24 Ağustos 2022,Fiat,Linea,1.3 Multijet Easy,2015,139.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,266.500
1186,20840220,24 Ağustos 2022,Ford,C-Max,1.5 TDCi Trend,2017,150.000 km,Otomatik,Dizel,MPV,1499 cc,120 hp,Önden Çekiş,"4,2 lt",53 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,514.000
1187,20837424,24 Ağustos 2022,Fiat,Palio,1.3 Multijet Active,2007,353.410 km,Düz,Dizel,Hatchback/5,1248 cc,70 hp,Önden Çekiş,"4,6 lt",51 lt,"2 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,140.850
1188,20840030,24 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Highline,2015,131.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,1 değişen,Takasa Uygun,Sahibinden,539.000
1189,20840183,24 Ağustos 2022,Renault,Megane,1.5 dCi Icon,2017,43.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Tamamı orjinal,Takasa Uygun,Galeriden,610.950
1190,20837768,24 Ağustos 2022,Hyundai,i20,1.4 CVVT Jump,2012,129.100 km,Otomatik,LPG & Benzin,Hatchback/5,1396 cc,100 hp,Önden Çekiş,6 lt,45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,259.000
1191,20840181,24 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2015,207.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,342.500
1192,20840138,24 Ağustos 2022,Renault,Symbol,1.5 dCi Expression Plus,2011,151.000 km,Düz,Dizel,Sedan,1461 cc,85 hp,Önden Çekiş,"4,3 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,252.000
1193,20840023,24 Ağustos 2022,Opel,Astra,1.6 CDTI Business,2014,178.800 km,Düz,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"4,2 lt",56 lt,"1 değişen, 1 boyalı",Takasa Uygun,Sahibinden,325.000
1194,20839163,24 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2012,260.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,180.000
1195,20838377,24 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2017,135.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,290.000
1196,20793957,24 Ağustos 2022,Kia,Rio,1.4 CRDi Concept,2016,135.000 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,325.000
1197,20840176,24 Ağustos 2022,Renault,Clio,1.0 TCe Touch,2021,26.694 km,Otomatik,Benzin,Hatchback/5,999 cc,100 hp,Önden Çekiş,5 lt,42 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,459.900
1198,20840151,24 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Attraction,2016,178.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,267.500
1199,20839868,24 Ağustos 2022,Renault,Fluence,1.5 dCi Touch,2015,146.500 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,"1 değişen, 7 boyalı",Takasa Uygun,Sahibinden,345.000
1200,20829982,24 Ağustos 2022,Audi,TT,2.0 TFSI S,2008,250.000 km,Yarı Otomatik,Benzin,Coupe,1984 cc,272 hp,Önden Çekiş,"7,9 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,445.000
1201,20840089,24 Ağustos 2022,Hyundai,i20,1.4 CVVT Jump,2014,47.600 km,Otomatik,Benzin,Hatchback/5,1396 cc,100 hp,Önden Çekiş,6 lt,45 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,360.000
1202,20838406,24 Ağustos 2022,Kia,Cerato,1.6 EX Advance,2007,269.000 km,Otomatik,LPG & Benzin,Sedan,1591 cc,122 hp,Önden Çekiş,"7,3 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,240.000
1203,20836878,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Executive,2018,33.000 km,Otomatik,Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,7 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,660.000
1204,20836831,24 Ağustos 2022,Renault,Clio,1.5 dCi Executive,2010,289.952 km,Düz,Dizel,Hatchback/5,1461 cc,85 hp,Önden Çekiş,"4,4 lt",55 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,212.000
1205,20837490,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Eco Premium,2014,103.800 km,Otomatik,LPG & Benzin,Sedan,1598 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,425.000
1206,20838051,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,30.882 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,7 lt",47 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,640.000
1207,20839926,24 Ağustos 2022,Renault,Megane,1.5 dCi Privilege,2005,331.000 km,Düz,Dizel,Station wagon,1461 cc,100 hp,Önden Çekiş,"4,6 lt",60 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,185.000
1208,20839697,24 Ağustos 2022,Renault,Clio,0.9 TCe Touch,2020,32.000 km,Düz,Benzin,Hatchback/5,898 cc,90 hp,Önden Çekiş,5 lt,45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,400.000
1209,20839520,24 Ağustos 2022,Peugeot,206,1.4 HDi X-Design,2006,322.000 km,Düz,Dizel,Hatchback/5,1398 cc,69 hp,Önden Çekiş,"4,3 lt",50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,155.000
1210,20837971,24 Ağustos 2022,Opel,Astra,1.6 Edition Plus,2016,58.000 km,Düz,LPG & Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,400.000
1211,20839375,24 Ağustos 2022,Seat,Leon,1.6 Stylance,2006,167.500 km,Düz,LPG & Benzin,Hatchback/5,1595 cc,102 hp,Önden Çekiş,"7,6 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,215.000
1212,20840095,24 Ağustos 2022,Ford,Mondeo,1.6 TDCi Titanium,2013,283.000 km,Düz,Dizel,Sedan,1560 cc,115 hp,Önden Çekiş,"4,9 lt",70 lt,5 boyalı,Takasa Uygun,Galeriden,325.000
1213,20837042,24 Ağustos 2022,Kia,Picanto,1.25 EX,2014,93.333 km,Otomatik,Benzin,Hatchback/5,1248 cc,85 hp,Önden Çekiş,"5,6 lt",35 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,344.500
1214,20839986,24 Ağustos 2022,Mazda,626,2.0,1993,395.000 km,Düz,LPG & Benzin,Hatchback/5,1991 cc,117 hp,4WD (Sürekli),0 lt,60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,113.000
1215,20840061,24 Ağustos 2022,Renault,Clio,1.5 dCi Icon,2016,39.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,90 hp,Önden Çekiş,"3,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,450.950
1216,20839544,24 Ağustos 2022,Fiat,Egea,1.3 Multijet Easy,2016,92.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,325.000
1217,20836431,24 Ağustos 2022,Opel,Omega,2.2 Comfort,2001,205.000 km,Otomatik,Benzin,Sedan,2198 cc,144 hp,Arkadan İtiş,"10,1 lt",75 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,170.000
1218,20839942,24 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2016,126.500 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,269.000
1219,20839760,24 Ağustos 2022,Ford,Fiesta,1.4 Fun,1999,217.000 km,Düz,LPG & Benzin,Hatchback/5,1388 cc,90 hp,Önden Çekiş,"7,4 lt",40 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,130.000
1220,20837298,24 Ağustos 2022,Citroen,C4,1.6 SX PK,2006,272.000 km,Otomatik,LPG & Benzin,Hatchback/5,1587 cc,111 hp,Önden Çekiş,"7,6 lt",60 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,210.000
1221,20838971,24 Ağustos 2022,Fiat,Linea,1.6 Multijet Easy,2013,250.000 km,Düz,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"5,1 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,176.500
1222,20839739,24 Ağustos 2022,Volkswagen,Polo,1.0 Comfortline,2020,12.500 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,95 hp,Önden Çekiş,"4,6 lt",40 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,615.000
1223,20839067,24 Ağustos 2022,Citroen,Saxo,1.5D SX,2001,225.000 km,Düz,Dizel,Hatchback/5,1527 cc,58 hp,Önden Çekiş,"5,2 lt",45 lt,8 boyalı,Takasa Uygun Değil,Sahibinden,98.000
1224,20838581,24 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2015,180.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,392.000
1225,20839587,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Elegance,2021,8.900 km,Otomatik,Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,709.000
1226,20836487,24 Ağustos 2022,Peugeot,301,1.6 HDi Active,2012,149.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",50 lt,2 değişen,Takasa Uygun,Sahibinden,247.500
1227,20838612,24 Ağustos 2022,Toyota,Corolla,1.33 Life,2017,24.000 km,Düz,Benzin,Sedan,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,488.500
1228,20838360,24 Ağustos 2022,Ford,Focus,1.6 TDCi Trend,2010,280.000 km,Düz,Dizel,Hatchback/3,1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,242.000
1229,20836986,24 Ağustos 2022,Toyota,Yaris,1.0 Vision,2021,4.000 km,Düz,Benzin,Hatchback/5,998 cc,72 hp,Önden Çekiş,"4,5 lt",42 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,390.000
1230,20838533,24 Ağustos 2022,Skoda,Octavia,1.6 Elegance,2006,215.000 km,Düz,Benzin,Station wagon,1595 cc,102 hp,Önden Çekiş,"7,2 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,280.000
1231,20837763,24 Ağustos 2022,Toyota,Corolla,1.8 Hybrid Flame X-Pack,2022,5.600 km,Otomatik,Hibrit,Sedan,1798 cc,98 hp,Önden Çekiş,"3,5 lt",43 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,815.000
1232,20836891,24 Ağustos 2022,Peugeot,307,1.6 XT,2004,210.000 km,Düz,LPG & Benzin,Hatchback/5,1587 cc,110 hp,Önden Çekiş,"7,2 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,153.500
1233,20836802,24 Ağustos 2022,Renault,Fluence,1.5 dCi Joy,2013,169.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,305.000
1234,20839495,24 Ağustos 2022,Nissan,Micra,1.2 Passion,2006,177.000 km,Otomatik,Benzin,Hatchback/5,1240 cc,80 hp,Önden Çekiş,"6,6 lt",46 lt,"1 değişen, 5 boyalı",Takasa Uygun,Sahibinden,259.600
1235,20838788,24 Ağustos 2022,Renault,R 9,1.4 Spring,1996,240.000 km,Düz,LPG & Benzin,Sedan,1390 cc,72 hp,Önden Çekiş,0 lt,47 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,75.000
1236,20838586,24 Ağustos 2022,Renault,Clio,0.9 TCe Sport Tourer Touch,2020,24.835 km,Düz,Benzin,Station wagon,898 cc,90 hp,Önden Çekiş,"5,1 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,367.000
1237,20839170,24 Ağustos 2022,Opel,Corsa,1.4 Enjoy,2015,184.000 km,Otomatik,LPG & Benzin,Hatchback/5,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,365.000
1238,20838672,24 Ağustos 2022,Peugeot,307,1.6 XR,2003,254.000 km,Düz,LPG & Benzin,Hatchback/5,1587 cc,110 hp,Önden Çekiş,"7,2 lt",60 lt,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden,155.000
1239,20838795,24 Ağustos 2022,Opel,Corsa,1.4 Twinport Enjoy,2013,86.000 km,Otomatik,Benzin,Hatchback/5,1364 cc,100 hp,Önden Çekiş,"5,9 lt",45 lt,"3 değişen, 7 boyalı",Takasa Uygun Değil,Sahibinden,330.000
1240,20837584,24 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2016,74.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,485.000
1241,20839929,24 Ağustos 2022,Kia,Rio,1.4 CRDi Concept,2015,84.500 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,320.000
1242,20838905,24 Ağustos 2022,Renault,Fluence,1.5 dCi Extreme,2012,235.000 km,Düz,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,265.000
1243,20839515,24 Ağustos 2022,Citroen,C3,1.4 HDi Collection,2011,182.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,"4,3 lt",48 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,230.000
1244,20838573,24 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2013,142.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,420.000
1245,20838066,24 Ağustos 2022,Fiat,Linea,1.3 Multijet Emotion,2008,204.000 km,Yarı Otomatik,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,215.000
1246,20839370,24 Ağustos 2022,Fiat,Linea,1.3 Multijet Actual Plus,2014,398.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,189.750
1247,20839595,24 Ağustos 2022,Fiat,Palio,1.4 RT,2000,233.000 km,Düz,LPG & Benzin,Hatchback/5,1368 cc,77 hp,Önden Çekiş,"6,1 lt",51 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,130.000
1248,20838016,24 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2016,114.500 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,293.000
1249,20839300,24 Ağustos 2022,Chevrolet,Lacetti,1.6 SX,2004,180.000 km,Düz,LPG & Benzin,Sedan,1598 cc,109 hp,Önden Çekiş,"7,1 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,162.000
1250,20838471,24 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2012,205.000 km,Düz,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,3 lt",70 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,450.000
1251,20838445,24 Ağustos 2022,Renault,R 9,1.6 GTD,1986,300.000 km,Düz,Dizel,Sedan,1595 cc,55 hp,Önden Çekiş,0 lt,0 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,60.000
1252,20838647,24 Ağustos 2022,Renault,R 19,1.4 1.4i,1997,327.000 km,Düz,LPG & Benzin,Hatchback/5,1397 cc,80 hp,Önden Çekiş,0 lt,0 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,73.000
1253,20837051,24 Ağustos 2022,Honda,Accord,2.0 Executive,2008,278.000 km,Otomatik,LPG & Benzin,Sedan,1998 cc,156 hp,Önden Çekiş,"7,3 lt",65 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,340.000
1254,20836933,24 Ağustos 2022,Hyundai,i20,1.2 D-CVVT Sense,2014,100.000 km,Düz,Benzin,Hatchback/5,1248 cc,85 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,279.000
1255,20837353,24 Ağustos 2022,Peugeot,206,1.4 HDi X-Design,2005,310.000 km,Düz,Dizel,Hatchback/5,1398 cc,69 hp,Önden Çekiş,"4,3 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,133.333
1256,20839575,24 Ağustos 2022,Peugeot,208,1.4 HDi Active,2014,108.000 km,Yarı Otomatik,Dizel,Hatchback/5,1398 cc,69 hp,Önden Çekiş,"3,4 lt",50 lt,"2 değişen, 9 boyalı",Takasa Uygun Değil,Sahibinden,300.000
1257,20838846,24 Ağustos 2022,Opel,Insignia,2.0 CDTI Cosmo Active Select,2014,170.000 km,Otomatik,Dizel,Sedan,1956 cc,160 hp,4WD (Sürekli),"6,7 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,400.000
1258,20836899,24 Ağustos 2022,Volkswagen,Polo,1.6,2000,203.000 km,Düz,LPG & Benzin,Hatchback/5,1598 cc,75 hp,Önden Çekiş,"6,9 lt",45 lt,2 değişen,Takasa Uygun Değil,Sahibinden,127.500
1259,20839460,24 Ağustos 2022,Ford,Focus,1.6 TDCi Collection,2007,173.100 km,Düz,Dizel,Sedan,1560 cc,110 hp,Önden Çekiş,"4,8 lt",55 lt,3 değişen,Takasa Uygun Değil,Sahibinden,272.500
1260,20838378,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2020,8.700 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,735.000
1261,20837125,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Premium,2008,167.000 km,Düz,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,322.000
1262,20839750,24 Ağustos 2022,Volkswagen,Polo,1.0 R-Line,2018,79.000 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,95 hp,Önden Çekiş,"4,6 lt",40 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,575.000
1263,20839013,24 Ağustos 2022,Opel,Vectra,2.0 CDX,2001,243.500 km,Otomatik,LPG & Benzin,Sedan,1998 cc,136 hp,Önden Çekiş,"9,4 lt",60 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,192.000
1264,20838611,24 Ağustos 2022,Volkswagen,Polo,1.2 TSi Comfortline,2017,47.500 km,Yarı Otomatik,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,490.000
1265,20838358,24 Ağustos 2022,Renault,R 12,TS,1983,522.000 km,Düz,LPG & Benzin,Sedan,1300 cc,54 hp,Önden Çekiş,0 lt,0 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,44.500
1266,20838027,24 Ağustos 2022,Dacia,Logan,1.5 dCi Laureate,2006,318.690 km,Düz,Dizel,Sedan,1461 cc,68 hp,Önden Çekiş,"4,7 lt",50 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,150.250
1267,20837702,24 Ağustos 2022,Opel,Corsa,1.4 Comfort,2001,204.000 km,Düz,LPG & Benzin,Hatchback/3,1389 cc,90 hp,Önden Çekiş,"7,2 lt",44 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,140.000
1268,20837791,24 Ağustos 2022,Renault,Fluence,1.5 dCi Privilege,2010,274.000 km,Düz,Dizel,Sedan,1461 cc,105 hp,Önden Çekiş,"4,5 lt",60 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,270.000
1269,20837147,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Elegance,2010,245.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,308.750
1270,20837009,24 Ağustos 2022,BMW,3 Serisi,316i Compact,2000,262.100 km,Otomatik,LPG & Benzin,Hatchback/3,1596 cc,105 hp,Arkadan İtiş,"9,1 lt",52 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,185.000
1271,20837845,24 Ağustos 2022,BMW,5 Serisi,520i Standart,1989,192.166 km,Düz,Benzin,Sedan,1991 cc,150 hp,Arkadan İtiş,0 lt,80 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,135.000
1272,20837387,24 Ağustos 2022,Seat,Ibiza,1.4 Reference,2011,161.000 km,Düz,LPG & Benzin,Hatchback/5,1390 cc,85 hp,Önden Çekiş,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,250.000
1273,20836782,24 Ağustos 2022,Citroen,C5,1.6 e-HDi Confort,2012,173.500 km,Yarı Otomatik,Dizel,Sedan,1560 cc,114 hp,Önden Çekiş,"4,6 lt",71 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,320.000
1274,20839181,24 Ağustos 2022,Opel,Corsa,1.2 Twinport Essentia,2013,105.000 km,Düz,Benzin,Hatchback/5,1229 cc,85 hp,Önden Çekiş,"5,3 lt",45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,260.000
1275,20837467,24 Ağustos 2022,Fiat,Egea,1.3 Multijet Urban,2018,122.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,370.000
1276,20839380,24 Ağustos 2022,Renault,Fluence,1.5 dCi Bold Edition,2012,260.000 km,Düz,Dizel,Sedan,1461 cc,105 hp,Önden Çekiş,"4,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,330.000
1277,20837025,24 Ağustos 2022,Opel,Corsa,1.4 Essentia,2015,56.700 km,Otomatik,Benzin,Hatchback/5,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,370.000
1278,20838134,24 Ağustos 2022,Kia,Picanto,1.1 Hiper,2011,114.000 km,Otomatik,LPG & Benzin,Hatchback/5,1086 cc,65 hp,Önden Çekiş,"5,8 lt",35 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,245.000
